track,artistname,artist_count,releasedyear,releasedmonth,releasedday,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,country_mb,tags_lastfm
everybody wants to rule the world,tears for fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,666,112,g,major,64,54,81,36,0,11,6,united kingdom,new wave; 80s; pop; synth pop; rock; synthpop; british; alternative; electronic; tears for fears; new romantic; classic rock; pop rock; seen live; male vocalists; post-punk; britpop; uk; alternative rock; 80's; 90s; english; indie; 80s pop; electronica; england; soft rock; indie rock; progressive rock; pop-rock; synth; chillout; electropop
fim de semana no rio,teto,1,2022,3,30,315,2,139193812,27,2,31,0,0,119,c#,minor,87,28,50,12,0,10,10,nan,nan
meet me at our spot,"the anxiety, willow, tyler cole",3,2020,3,13,6734,0,530511203,47,14,90,0,1,95,d,major,77,40,47,2,0,9,3,nan,nan
something just like this,"the chainsmokers, coldplay",2,2017,2,22,23375,21,2204080728,336,188,"2,692",3,30,103,b,minor,61,47,65,3,0,17,4,nan,nan
closer,"the chainsmokers, halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,44,95,g#,major,75,64,52,41,0,11,3,nan,nan
iris,the goo goo dolls,1,1998,3,31,13101,9,1284942608,137,5,582,0,0,156,b,minor,32,49,72,0,0,9,4,nan,nan
love again,the kid laroi,1,2023,1,27,1283,0,147538971,57,4,48,0,0,107,b,minor,66,47,40,72,0,11,3,nan,nan
thousand miles,the kid laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,g,major,38,20,66,9,0,9,8,nan,nan
mr. brightside,the killers,1,2003,9,23,51979,15,1806617704,306,99,"5,063",2,120,148,c#,major,35,24,93,0,0,10,8,united states,indie; rock; indie rock; alternative; alternative rock
softcore,the neighbourhood,1,2018,3,9,3947,12,599770206,33,102,93,0,30,94,d,major,57,36,58,5,0,15,3,united states,indie; indie rock; indie pop; rock; seen live
daddy issues,the neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,3,85,a#,major,59,33,52,7,15,12,3,united states,indie; indie rock; indie pop; rock; seen live
sweater weather,the neighbourhood,1,2012,5,14,16413,61,2282771485,166,87,"1,056",1,,124,a#,major,61,41,81,5,2,10,3,united states,indie; indie rock; indie pop; rock; seen live
every breath you take - remastered 2003,the police,1,1983,1,6,22439,19,1593270737,211,74,929,0,129,117,c#,major,82,73,45,54,0,7,3,united kingdom,rock; classic rock; 80s; new wave; pop
notion,the rare occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,6,160,a,major,31,30,88,7,0,8,8,nan,nan
sleigh ride,the ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,0,92,d,major,53,84,77,40,0,32,3,united states,60s; pop; soul; oldies; motown
i love you so,the walters,1,2014,11,28,7536,7,972164968,44,19,135,0,6,76,a#,major,58,46,67,65,0,13,4,nan,nan
dawn fm,the weeknd,1,2022,1,7,811,0,53933526,1,8,6,0,0,78,a,minor,27,10,49,62,0,49,5,canada,rnb; electronic; dubstep; canadian; prog-rnb
a tale by quincy,the weeknd,1,2022,1,7,733,0,41924466,0,2,2,0,0,94,f,minor,46,55,50,71,0,10,11,canada,rnb; electronic; dubstep; canadian; prog-rnb
is there someone else?,the weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,3,135,a,minor,70,60,58,4,0,16,3,canada,rnb; electronic; dubstep; canadian; prog-rnb
every angel is terrifying,the weeknd,1,2022,1,7,715,0,37307967,0,1,2,0,0,118,nan,major,44,52,94,11,0,4,29,canada,rnb; electronic; dubstep; canadian; prog-rnb
out of time,the weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,,93,nan,minor,65,82,74,27,0,32,5,canada,rnb; electronic; dubstep; canadian; prog-rnb
starry eyes,the weeknd,1,2022,1,7,1014,0,74601456,1,17,11,0,0,86,a,minor,28,13,41,50,0,19,3,canada,rnb; electronic; dubstep; canadian; prog-rnb
save your tears,the weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,200,118,nan,major,68,61,82,2,0,50,3,canada,rnb; electronic; dubstep; canadian; prog-rnb
phantom regret by jim,the weeknd,1,2022,1,7,768,0,31959571,1,1,3,0,0,108,a,minor,46,23,48,75,30,14,4,canada,rnb; electronic; dubstep; canadian; prog-rnb
best friends,the weeknd,1,2022,1,7,1292,0,101114984,3,18,14,0,0,87,e,minor,49,49,59,44,0,35,21,canada,rnb; electronic; dubstep; canadian; prog-rnb
less than zero,the weeknd,1,2022,1,7,2800,0,200660871,18,77,61,0,1,143,nan,major,53,50,79,0,0,8,3,canada,rnb; electronic; dubstep; canadian; prog-rnb
take my breath,the weeknd,1,2021,8,6,6392,0,432702334,174,73,344,0,0,121,g#,major,75,53,74,2,0,11,5,canada,rnb; electronic; dubstep; canadian; prog-rnb
die for you,the weeknd,1,2016,11,24,2483,59,1647990401,68,21,24,0,259,134,c#,minor,59,51,52,9,0,15,7,canada,rnb; electronic; dubstep; canadian; prog-rnb
call out my name,the weeknd,1,2018,3,29,11087,6,1449799467,151,107,801,1,105,134,c#,major,45,17,60,21,0,33,4,canada,rnb; electronic; dubstep; canadian; prog-rnb
blinding lights,the weeknd,1,2019,11,29,43899,69,3703895074,672,199,"3,421",20,,171,c#,major,50,38,80,0,0,9,7,canada,rnb; electronic; dubstep; canadian; prog-rnb
reminder,the weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,47,160,g#,major,71,40,50,16,0,16,22,canada,rnb; electronic; dubstep; canadian; prog-rnb
donï¿½ï¿½ï¿½t break my,the weeknd,1,2022,1,7,1184,0,63803529,1,5,6,0,0,122,a#,major,77,25,62,34,0,23,3,canada,rnb; electronic; dubstep; canadian; prog-rnb
how do i make you love me?,the weeknd,1,2022,1,7,1915,0,119238316,7,47,15,0,0,121,g,minor,80,62,51,2,0,9,8,canada,rnb; electronic; dubstep; canadian; prog-rnb
sacrifice,the weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,,122,g,major,70,91,79,3,0,7,10,canada,rnb; electronic; dubstep; canadian; prog-rnb
after hours,the weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,221,109,f,minor,66,16,57,10,1,12,3,canada,rnb; electronic; dubstep; canadian; prog-rnb
the hills,the weeknd,1,2015,5,27,25744,4,1947371785,122,94,"1,992",0,18,136,nan,minor,36,12,57,9,0,14,8,canada,rnb; electronic; dubstep; canadian; prog-rnb
gasoline,the weeknd,1,2022,1,7,2297,0,116903579,11,29,14,0,0,123,f#,minor,74,35,73,0,0,21,5,canada,rnb; electronic; dubstep; canadian; prog-rnb
creepin',"the weeknd, 21 savage, metro boomin",3,2022,12,2,6036,88,843957510,113,149,245,23,27,98,c#,minor,71,17,61,36,0,8,5,nan,nan
starboy,"the weeknd, daft punk",2,2016,9,21,29536,79,2565529693,281,137,"2,445",1,140,186,g,major,68,49,59,16,0,13,28,nan,nan
double fantasy (with future),"the weeknd, future",2,2023,4,21,1169,0,96180277,36,65,28,0,0,119,a,minor,60,10,57,1,0,50,3,nan,nan
i was never there,"the weeknd, gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,27,114,a#,major,32,17,74,14,0,17,3,nan,nan
lost in the fire,"the weeknd, gesaffelstein",2,2019,1,11,7731,2,686734357,110,145,447,0,46,101,d,major,66,18,68,9,0,12,4,nan,nan
stargirl interlude,"the weeknd, lana del rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90,f,minor,59,52,48,38,5,10,11,nan,nan
i heard you're married (feat. lil wayne),"the weeknd, lil wayne",2,2022,1,7,1178,0,91656026,9,10,9,0,0,110,d,major,75,85,84,10,0,31,19,nan,nan
popular (with playboi carti & madonna) - the idol vol. 1 (music from the hbo original series),"the weeknd, madonna, playboi carti",3,2023,6,2,1945,87,115364561,74,182,87,14,"1,093",99,c#,major,85,83,68,7,0,36,20,nan,nan
one right now (with the weeknd),"the weeknd, post malone",2,2021,11,5,4771,0,539595276,68,18,75,0,1,97,c#,major,68,72,78,4,0,7,5,nan,nan
la fama (with the weeknd),"the weeknd, rosalï¿½",2,2021,11,11,4640,3,374706940,81,93,507,6,4,136,nan,minor,77,82,30,95,0,13,5,nan,nan
moth to a flame (with the weeknd),"the weeknd, swedish house mafia",2,2021,10,22,7495,17,611994237,114,172,284,2,,120,nan,minor,56,16,67,0,0,11,4,nan,nan
"here we goï¿½ï¿½ï¿½ again (feat. tyler, the cr","the weeknd, tyler, the creator",3,2022,1,7,1420,0,88103848,7,18,7,0,0,135,c#,major,41,27,64,36,0,60,3,nan,nan
spit in my face!,thxsomch,1,2022,10,31,629,14,303216294,32,3,9,0,0,94,g#,major,73,65,79,5,2,11,6,nan,nan
the business,tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,255,32,582,0,14,120,g#,minor,80,24,62,41,2,11,23,nan,nan
the motto,"tiï¿½ï¿½sto, ava",2,2021,11,4,9151,6,656013912,240,107,268,0,5,118,g,minor,75,46,76,3,0,9,4,nan,nan
don't be shy,"tiï¿½ï¿½sto, kar",2,2021,8,1,6026,0,566954746,171,51,187,1,21,120,b,minor,77,51,79,20,0,26,6,nan,nan
10:35,"tiï¿½ï¿½sto, tate m",2,2022,11,1,4942,26,325592432,190,104,147,18,63,120,g#,major,70,70,79,7,0,18,10,nan,nan
cupido,tini,1,2023,2,14,1240,24,217672943,51,29,63,4,54,120,a,major,91,63,58,52,0,31,22,germany,deep house; tech house; electronic; pop; argentina
bar,"tini, l-gante",2,2021,11,11,755,4,200972675,22,3,0,0,0,94,c#,major,52,68,69,13,0,33,8,nan,nan
miï¿½ï¿½n,"tini, maria becerra",2,2021,4,29,3406,16,596152090,61,23,70,1,0,92,d,major,85,92,54,16,0,29,7,nan,nan
another love,tom odell,1,2012,10,15,18371,83,1813673666,250,122,"3,394",19,,123,e,minor,45,13,54,70,0,9,4,united kingdom,indie; folk; seen live; british; singer-songwriter
sugar rush ride,tomorrow x together,1,2023,1,27,359,0,107642809,12,56,13,0,13,125,a#,minor,71,83,89,1,0,17,9,nan,nan
dance monkey,tones and i,1,2019,5,10,24529,0,2864791672,533,167,"3,595",6,,98,f#,minor,82,54,59,69,0,18,10,nan,nan
la corriente,"tony dize, bad bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,b,minor,66,58,79,23,0,22,20,nan,nan
the color violet,tory lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,54,105,f#,minor,65,46,53,16,0,9,5,canada,hip-hop; rnb; rap; canadian; hip hop
niagara falls (foot or 2) [with travis scott & 21 savage],"travis scott, 21 savage, metro boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,g,minor,49,24,66,19,0,18,29,nan,nan
raindrops (insane) [with travis scott],"travis scott, metro boomin",2,2022,12,2,880,0,110649992,3,7,10,0,0,112,g#,major,80,15,54,9,0,38,5,nan,nan
trance (with travis scott & young thug),"travis scott, young thug, metro boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,c#,minor,75,48,53,18,0,18,34,nan,nan
darari,treasure,1,2022,2,15,328,0,182978249,10,21,7,0,9,85,nan,major,72,55,64,49,0,7,4,nan,nan
lovezinho,treyce,1,2022,7,28,242,0,70069745,12,2,13,0,4,128,e,minor,82,61,59,30,0,12,4,nan,nan
rush,troye sivan,1,2023,7,13,864,78,22581161,71,135,50,1,294,126,f,minor,74,35,84,0,0,11,6,australia,pop; indie pop; male vocalists; indie; electronica
angel baby,troye sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,b,major,56,41,57,1,0,13,3,australia,pop; indie pop; male vocalists; indie; electronica
dance crip,trueno,1,2021,11,17,731,0,198883004,14,14,24,0,4,106,nan,major,86,86,79,11,0,8,9,nan,nan
salimo de noche,"trueno, tiago pzk",2,2021,10,21,1057,0,261414174,17,5,21,0,0,84,d,major,67,78,63,29,0,12,5,nan,nan
hati-hati di jalan,tulus,1,2022,3,3,200,2,202677468,12,4,0,0,0,72,f#,major,64,76,44,70,9,12,4,norway,black metal; norwegian; norwegian black metal; jazz; indonesian
lovers rock,tv girl,1,2014,6,5,6339,13,466231982,3,1,36,1,37,105,f,minor,56,57,87,0,1,10,4,united states,lo-fi; indie; chillwave; indie pop; pop; san diego; american; dream pop; birp; seen live; california; lo fi; all; hip-hop; chillout; electronic; alternative; folk; usa; trip hop; samples; indie-pop; 10s; neo-psychedelia; creative commons; hypnagogic pop; geohash:9mudjgsfeyh0; surf pop; bedroom; plunderphonics; californian; 5432fun; sample pop; north american; psycho-pop; in the chillwave family; indieclash; radiated sounds
the feels,twice,1,2021,10,1,1150,0,345903614,20,99,44,0,2,120,a,major,81,92,90,9,0,8,7,nan,nan
talk that talk,twice,1,2022,8,26,615,0,189476119,14,77,15,1,2,120,d#,minor,77,78,91,14,0,33,12,nan,nan
worth nothing,"twisted, oliver tree",2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,d,minor,58,17,62,18,0,20,8,nan,nan
freaky deaky,"tyga, doja cat",2,2022,2,25,1729,0,153240879,26,1,19,0,0,104,d,minor,80,24,65,2,0,9,4,nan,nan
sorry not sorry,"tyler, the creator",2,2023,3,31,709,0,58473276,8,1,13,0,0,96,f#,minor,48,50,80,40,0,37,20,united states,hip-hop; rap; ofwgkta; underground hip-hop; swag
dogtooth,"tyler, the creator",2,2023,3,27,1479,0,80758350,23,0,18,0,33,78,g#,major,71,80,65,51,0,22,32,united states,hip-hop; rap; ofwgkta; underground hip-hop; swag
new magic wand,"tyler, the creator",2,2019,5,16,4708,0,461437791,13,7,55,0,1,140,f,minor,62,46,73,10,0,67,11,united states,hip-hop; rap; ofwgkta; underground hip-hop; swag
see you again,"tyler, the creator, kali uchis",3,2017,7,21,13387,64,1047101291,77,58,247,1,311,79,f#,major,56,58,56,37,0,11,10,nan,nan
i tried to tell y'all,"ugly dray, tesla jnr",2,2022,5,6,1657,0,121077868,15,3,3,0,0,96,b,major,71,37,52,62,0,11,36,nan,nan
christmas tree,v,1,2021,12,24,509,9,317622165,8,106,6,0,8,139,f,major,44,18,38,70,0,12,4,united kingdom,pop; seen live; boybands; melodic death metal; soul
riptide,vance joy,1,1975,1,1,31123,55,2009094673,300,65,"1,003",1,0,102,c#,major,48,50,73,43,0,15,4,australia,folk; indie; singer-songwriter; australian; acoustic
novo balanï¿½,"veigh, bvga beatz, supernova ent, prod malax",4,2023,5,19,283,7,81102253,6,9,26,1,66,124,d#,minor,84,65,50,67,0,13,6,nan,nan
en el radio un cochinero,victor cibrian,1,2022,5,13,514,0,164856284,5,36,1,0,0,154,f#,minor,70,97,62,47,0,10,4,nan,nan
"besharam rang (from ""pathaan"")","vishal-shekhar, shilpa rao, caralisa monteiro, kumaar, vishal dadlani, shekhar ravjiani",6,2022,12,12,130,4,140187018,21,79,2,0,0,116,g#,minor,77,65,80,6,0,15,4,nan,nan
alien blues,vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,1,82,d#,major,47,44,76,8,91,9,3,nan,nan
last christmas,wham!,1,1984,1,1,22153,0,1159176109,274,111,"1,302",0,,107,b,minor,74,88,65,28,0,46,3,united kingdom,80s; pop; british; new wave; dance
wait a minute!,willow,1,2015,1,11,11985,0,924193303,79,80,250,3,10,101,d#,minor,76,63,71,3,0,10,3,australia,post-rock; instrumental; pop; female vocalists; rnb
besos moja2,"wisin & yandel, rosalï¿½",2,2022,9,29,2460,13,309483971,53,7,56,3,1,94,f,minor,74,64,73,6,0,10,6,nan,nan
"link up (metro boomin & don toliver, wizkid feat. beam & toian) - spider-verse remix (spider-man: across the spider-verse )","wizkid, toian, metro boomin, don toliver, beam",5,2023,6,2,197,0,32761689,3,10,3,0,0,101,f,major,92,59,51,41,51,26,8,nan,nan
malvadï¿½ï¿,"xamï¿½ï¿½, gustah, neo b",3,2021,11,30,648,1,240684449,14,3,81,0,0,133,f#,minor,82,52,61,38,0,14,27,nan,nan
revenge,xxxtentacion,1,2017,8,25,3600,11,1022258230,7,0,203,0,2,140,b,minor,75,18,25,78,0,11,26,nan,nan
hope,xxxtentacion,1,2018,3,16,3659,0,1200808494,11,10,267,0,7,146,a,minor,59,23,46,66,0,15,6,nan,nan
soy el unico,yahritza y su esencia,1,2022,3,25,226,0,126443991,5,0,4,0,1,84,e,minor,71,63,45,45,0,11,3,nan,nan
frï¿½ï¿½gil (feat. grupo front,"yahritza y su esencia, grupo frontera",2,2023,4,7,672,34,188933502,19,108,24,9,212,150,f#,major,61,39,73,37,0,11,3,nan,nan
yandel 150,"yandel, feid",2,2022,12,20,3618,38,585695368,47,74,80,14,194,168,f#,minor,78,58,73,5,0,10,7,nan,nan
